代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),22Q1 業外 損益 (億),22Q2 業外 損益 (億),22Q3 業外 損益 (億),22Q4 業外 損益 (億),23Q1 業外 損益 (億),23Q2 業外 損益 (億),23Q3 業外 損益 (億),23Q4 業外 損益 (億),24Q1 業外 損益 (億),24Q2 業外 損益 (億),24Q3 業外 損益 (億),24Q4 業外 損益 (億),季度,16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億)
3556,禾瑞亞,39.9,+0.1,+0.25,0.02,,,,,,,,,,,,,2016Q1,0.03,-0.07,0.1,-0.08,0.04,0.02,-0.01,-0.05,0.17,0.04,0.05,0.05
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,2016Q1,16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億)
3558,神準,170.5,-8.5,-4.75,0.28,,,,,,,,,,,,,2016Q1,0.25,0.07,0.35,0,0.15,0.28,0.12,0.36,0.51,0.35,0.43,0.46
3564,其陽,49.6,-2.5,-4.8,-0.03,,,,,,,,,,,,,2016Q1,-0.01,-0.1,0.04,-0.2,0.01,0,-0.06,-0.01,0.04,-0.08,0.02,-0.02
3567,逸昌,28,+0.2,+0.72,0.01,,,,,,,,,,,,,2016Q1,0.03,0,0.02,0,0.01,0.01,0,-0.01,0.01,0,0.01,0
3570,大塚,179,-2,-1.1,0.01,,,,,,,,,,,,,2016Q1,0.01,0.04,0.01,0.01,0.01,0,0.01,0,0.01,0.01,0,0.01
3577,泓格,52.4,-0.8,-1.5,0.01,,,,,,,,,,,,,2016Q1,-0.01,-0.02,0.01,-0.07,0.06,0.04,0.02,0,0.05,0,0,0
3580,友威科,58.2,-2.5,-4.12,0.03,,,,,,,,,,,,,2016Q1,0.01,0.03,0.04,-0.04,-0.11,0.08,-0.05,-0.1,0.33,-0.06,0.11,0.07
3581,博磊,32,+0.45,+1.43,0.01,,,,,,,,,,,,,2016Q1,-0.03,-0.03,0.13,-0.17,0.09,0.3,-0.22,0.08,0.07,-0.09,-0.07,0.09
3587,閎康,152,-5.5,-3.49,-0.01,,,,,,,,,,,,,2016Q1,0.03,-0.07,-0.02,-0.19,0.04,0.05,-0.02,0.09,0.04,-0.13,0.07,0.01
3594,磐儀,42.6,-1.25,-2.85,0.19,,,,,,,,,,,,,2016Q1,0.04,-0.25,-0.11,-0.52,0.15,3.14,-0.43,-0.22,0.4,-0.02,0.12,0
3597,映興,27,-1.05,-3.74,0.02,,,,,,,,,,,,,2016Q1,,,,,,0.06,-0.15,,0.08,0.06,0.02,0.03
3611,鼎翰,178.5,-4,-2.19,0.05,,,,,,,,,,,,,2016Q1,0.2,-0.25,0.16,-0.37,0.41,0.03,-0.04,0.04,0.42,0.05,0.01,-0.03
3615,安可,21.05,-0.35,-1.64,0.18,,,,,,,,,,,,,2016Q1,0.11,0.36,0.19,0.16,0.37,0.2,-0.06,0.46,0.18,0.13,0.07,0.05
3624,光頡,29.05,-0.65,-2.19,-0.19,,,,,,,,,,,,,2016Q1,-0.06,-0.31,0.12,-0.51,0.09,0.01,-0.13,-0.25,-0.17,-0.63,-0.52,0.13
3628,盈正,38.45,-0.2,-0.52,0.04,,,,,,,,,,,,,2016Q1,0.08,-0.03,0.12,-0.09,0.02,0.01,0.06,-0.06,0.17,0.05,0.03,0.07
3646,艾恩特,29.85,0,0,0,,,,,,,,,,,,,2016Q1,0.15,-0.02,-0.05,-0.05,0.02,-0.1,-0.05,-0.1,0.15,0.11,0.02,-0.05
3663,鑫科,46.75,-1.95,-4,0.07,,,,,,,,,,,,,2016Q1,0.24,-0.02,0.02,-0.13,0.1,0.11,0.04,0.09,0.13,-0.14,0,0.45
3664,安瑞-KY,20.15,-0.05,-0.25,0.01,,,,,,,,,,,,,2016Q1,-0.01,0,0,0,0,0.01,0.02,0,0,0.03,0.01,0.01
3675,德微,148,0,0,0,,,,,,,,,,,,,2016Q1,0.01,-0.04,0.04,-0.06,0.01,0.02,-0.01,-0.05,0.11,0,0.01,0.01
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,2016Q1,16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億)
3680,家登,370,-10,-2.63,0.24,,,,,,,,,,,,,2016Q1,0.01,-0.02,0.65,1.25,0.15,-0.08,0.38,0.09,-0.37,-0.36,1.06,0.1
3684,榮昌,43.1,0,0,0,,,,,,,,,,,,,2016Q1,0.02,-0.04,0.08,-0.09,0.01,-0.02,-0.05,-0.08,0.13,0.03,0.01,0
3687,歐買尬,72.1,-1.3,-1.77,-0.09,,,,,,,,,,,,,2016Q1,-0.13,-0.74,-0.24,-0.08,0.07,0.05,0.02,0.04,0.04,0.03,-0.19,0.07
3689,湧德,79,-0.8,-1,0.09,,,,,,,,,,,,,2016Q1,0.07,0.14,0.16,0.06,0.16,0.04,0,-0.03,0.19,0.17,0.02,0.08
3693,營邦,273,-6.5,-2.33,-0.07,,,,,,,,,,,,,2016Q1,0.05,-0.42,0.28,-0.65,-0.05,-0.04,-0.22,-0.24,0.49,-0.12,0.09,0.04
3709,鑫聯大投控,30.9,-0.2,-0.64,-0.03,,,,,,,,,,,,,2016Q1,,0,0,0,0,0.01,0.01,0.16,-0.17,-0.11,-0.1,-0.09
4102,永日,23.1,+0.05,+0.22,0,,,,,,,,,,,,,2016Q1,0,-0.02,0.05,-0.04,0,0,-0.01,-0.02,0.03,0.02,0.01,0
4105,東洋,73.2,+0.3,+0.41,1.05,,,,,,,,,,,,,2016Q1,1.21,-0.45,2.08,-0.32,0.23,0.06,3.41,0.34,3.43,1.86,0.46,0.33
4107,邦特,113.5,0,0,0,,,,,,,,,,,,,2016Q1,0.03,-0.15,0.17,-0.35,0.08,0,-0.08,-0.08,0.2,0,0.15,0.08
4109,加捷生醫,17.1,-0.55,-3.12,-0.12,,,,,,,,,,,,,2016Q1,-0.06,-0.06,0.14,-0.06,-0.09,-0.03,-1.64,-0.02,-0.12,0.01,0.58,-0.06
4111,濟生,30.15,+0.8,+2.73,0.03,,,,,,,,,,,,,2016Q1,0.02,0.03,0.07,-0.02,0.01,0,0.03,0,0.08,0.08,0.02,0.02
4113,聯上,20.8,-0.7,-3.26,-0.13,,,,,,,,,,,,,2016Q1,-0.09,-0.21,-0.07,-0.08,-0.07,-0.09,-0.14,-0.12,-0.11,-0.17,-0.22,-0.18
4114,健喬,31.2,-0.25,-0.79,0.3,,,,,,,,,,,,,2016Q1,-0.11,0.08,0.07,-0.17,-0.08,0.19,-0.11,3.77,-0.01,0.22,-0.1,-0.1
4116,明基醫,40.85,-0.5,-1.21,0.01,,,,,,,,,,,,,2016Q1,0.07,0.02,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,0.02,0.01,0.01,0.02
4126,太醫,92,+0.4,+0.44,0.02,,,,,,,,,,,,,2016Q1,0.11,-0.07,0.05,-0.11,0.05,0.07,0,-0.07,0.06,0,0.2,-0.01
4127,天良,37.2,-0.2,-0.53,-0.04,,,,,,,,,,,,,2016Q1,-0.02,-0.02,-0.16,-0.02,-1.56,1.5,0.06,-0.01,0,-0.15,-0.15,0
4129,聯合,89.7,+1.5,+1.7,0,,,,,,,,,,,,,2016Q1,-0.06,-0.14,0.01,-0.33,0.15,0.05,0.16,0.05,0.09,-0.11,0.19,-0.03
4130,健亞,20.25,-0.25,-1.22,0.16,,,,,,,,,,,,,2016Q1,0.02,0,0.01,0.03,0.61,0.33,0.62,0,0,0.3,0.02,0.01
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,2016Q1,16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億)
4138,曜亞,90,+0.2,+0.22,-0.01,,,,,,,,,,,,,2016Q1,-0.05,-0.07,0.05,-0.11,-0.02,-0.06,0.01,-0.01,0.09,0.01,0,0
4153,鈺緯,43.7,+0.2,+0.46,-0.27,,,,,,,,,,,,,2016Q1,0.09,-0.33,-0.82,-0.82,0.07,-1.09,-0.56,-0.04,0.17,-0.01,0.03,0.06
4160,訊聯基因,56,+0.4,+0.72,0.01,,,,,,,,,,,,,2016Q1,0,0.01,0.01,0.02,0.01,0.01,-0.03,0,0.05,0,0.02,0.03
4161,聿新科,33.9,-0.1,-0.29,0,,,,,,,,,,,,,2016Q1,-0.02,0.01,0.07,-0.33,-0.01,0.03,-0.15,-0.09,0.52,-0.12,-0.01,0.07
4162,智擎,87.1,-2.1,-2.35,0.06,,,,,,,,,,,,,2016Q1,0.1,-0.31,0.69,-1.14,0.17,0.01,-0.2,-0.38,1.06,0.23,0.3,0.24
4163,鐿鈦,102.5,-1.5,-1.44,0.02,,,,,,,,,,,,,2016Q1,0.11,-0.22,0.4,-0.57,0.1,-0.05,-0.1,-0.2,0.62,0.04,0.1,0.05
4167,松瑞藥,17.65,-0.25,-1.4,-0.11,,,,,,,,,,,,,2016Q1,-0.09,-0.1,0.01,-0.27,-0.28,-0.06,-0.23,-0.15,0.12,-0.04,-0.02,-0.17
4173,久裕,23.1,-0.05,-0.22,-0.01,,,,,,,,,,,,,2016Q1,0.01,-0.06,-0.05,-0.06,0.03,-0.04,0.01,-0.02,-0.03,0.08,-0.03,-0.01
4175,杏一,62.7,-1,-1.57,0.01,,,,,,,,,,,,,2016Q1,0.02,0.04,0.1,-0.02,-0.03,0.06,-0.02,0.04,0,-0.01,-0.07,-0.03
4183,福永生技,19.9,-0.7,-3.4,0,,,,,,,,,,,,,2016Q1,0.01,-0.05,0.05,-0.09,0.01,-0.01,-0.04,-0.05,0.1,0.01,0.02,0.01
4205,中華食,89.9,+0.3,+0.33,0.02,,,,,,,,,,,,,2016Q1,0.01,0.01,0.01,0,-0.01,0.01,0.17,0,0.01,0.07,0.01,0.01
4207,環泰,15.5,0,0,-0.03,,,,,,,,,,,,,2016Q1,0.01,-0.08,0.05,-0.08,-0.42,0,-0.13,-0.07,0.01,0.4,-0.04,0.01
4303,信立,70.1,+0.9,+1.3,1.38,,,,,,,,,,,,,2016Q1,-0.01,-0.01,0.02,-0.02,15.2,0.07,-0.06,0.06,0.45,0.72,-0.33,0.48
4305,世坤,43.2,0,0,0,,,,,,,,,,,,,2016Q1,0.04,-0.15,0.13,-0.24,0.03,-0.01,-0.05,-0.06,0.21,0,0.07,0.03
4401,東隆興,16.65,+0.15,+0.91,-0.01,,,,,,,,,,,,,2016Q1,0.02,-0.03,0.08,-0.09,-0.02,-0.01,-0.03,-0.11,0.18,-0.19,0.02,0.03
4413,飛寶企業,14.2,0,0,0.01,,,,,,,,,,,,,2016Q1,0,-0.03,0,0,0,0.01,0,-0.03,0.05,0,0.02,0.1
4416,三圓,60.3,-0.2,-0.33,-0.11,,,,,,,,,,,,,2016Q1,-0.08,-0.38,1.01,-0.15,-0.13,-0.48,0.04,-0.25,-0.19,-0.18,-0.28,-0.19
4417,金洲,44.35,-0.65,-1.44,0.01,,,,,,,,,,,,,2016Q1,0.63,0.6,-0.24,-0.1,0.04,-0.41,-0.26,-0.27,0.19,0.07,-0.04,-0.08
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,2016Q1,16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億)
4420,光明,51.2,-1,-1.92,0.01,,,,,,,,,,,,,2016Q1,-0.01,0.02,0.01,0,0.03,0.03,0.11,-0.01,0.04,0.02,0,-0.1
4432,銘旺實,20.7,-0.05,-0.24,0.03,,,,,,,,,,,,,2016Q1,0.04,-0.19,0.28,-0.35,0.05,0.01,0.04,-0.09,0.36,0.07,0.05,0.04
4433,興采,25.35,0,0,0.04,,,,,,,,,,,,,2016Q1,0.11,-0.02,0.14,-0.02,0.02,0.03,-0.03,-0.05,0.16,0,0.07,0.01
4442,竣邦-KY,47,+0.15,+0.32,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
4502,健信,17.05,0,0,-0.06,,,,,,,,,,,,,2016Q1,0.04,-0.14,-0.19,-0.22,-0.06,-0.09,-0.07,-0.01,-0.01,0.11,-0.05,-0.06
4506,崇友,105,0,0,0.21,,,,,,,,,,,,,2016Q1,-0.06,0.04,-0.01,1.99,0.05,0.16,-0.07,0.02,0.07,0.04,0.14,0.11
4510,高鋒,43.25,-0.6,-1.37,0.08,,,,,,,,,,,,,2016Q1,-0.01,0.06,0.06,-0.35,0.04,0.33,-0.12,-0.08,0.09,0.75,0.14,0.05
4527,方土霖,45.7,-0.7,-1.51,0.03,,,,,,,,,,,,,2016Q1,0.04,0,0.09,-0.01,0.03,-0.01,0.07,-0.02,0.08,0.02,0.03,0.01
4528,江興鍛,18.2,0,0,0,,,,,,,,,,,,,2016Q1,-0.07,-0.03,-0.01,-0.01,0.2,0.06,0.04,0.07,-0.08,-0.12,0.03,-0.07
4533,協易機,26.6,-0.9,-3.27,0.08,,,,,,,,,,,,,2016Q1,0.02,-0.1,0.53,-0.34,0.12,0.14,0.21,0,0.23,-0.08,0.13,0.1
4534,慶騰,19.6,-0.9,-4.39,-0.05,,,,,,,,,,,,,2016Q1,0.04,-0.21,-0.02,-0.35,0,-0.01,-0.09,-0.14,0.19,-0.04,0.02,0.02
4535,至興,30.25,-0.15,-0.49,0.02,,,,,,,,,,,,,2016Q1,-0.01,0,0.09,-0.23,0.09,0.05,-0.05,-0.08,0.29,-0.01,0.06,0.08
4538,大詠城,17.4,+0.1,+0.58,-0.02,,,,,,,,,,,,,2016Q1,,-0.02,-0.08,,-0.03,-0.02,-0.02,-0.02,-0.01,0.01,0,-0.01
4541,晟田,51.3,+4.6,+9.85,0,,,,,,,,,,,,,2016Q1,0.03,-0.1,-0.13,-0.16,0.02,-0.03,-0.04,0.14,0.22,-0.01,0.05,0.02
4542,科嶠,59.1,-1.7,-2.8,0.02,,,,,,,,,,,,,2016Q1,0.01,-0.1,0.14,-0.21,0.08,0.09,-0.03,-0.06,0.19,-0.01,0.06,0.08
4543,萬在,28.4,-0.15,-0.53,0.01,,,,,,,,,,,,,2016Q1,0,-0.11,0.15,-0.24,0.06,0.01,-0.07,-0.1,0.26,0.03,0.08,0.08
4549,桓達,116.5,-3.5,-2.92,0.04,,,,,,,,,,,,,2016Q1,-0.08,-0.11,0.06,-0.14,0.08,0.06,0.08,0.07,0.17,0.06,0.08,0.09
4550,長佳,27.2,-0.25,-0.91,0.05,,,,,,,,,,,,,2016Q1,0.41,0,0.02,-0.04,0.03,0,0.05,0.02,0.02,0.01,0.04,0.01
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,2016Q1,16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億)
4554,橙的,28.3,-0.6,-2.08,0.01,,,,,,,,,,,,,2016Q1,-0.02,0,0.01,-0.08,0.04,0.04,0.01,0.02,0.05,-0.01,0.03,0.01
4556,旭然,24.1,+0.15,+0.63,0.01,,,,,,,,,,,,,2016Q1,0.03,-0.02,0.11,-0.08,0.05,0,0.01,-0.03,0.08,0.01,0,0.01
4558,寶緯,23.65,+0.15,+0.64,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
4561,健椿,44.1,-2.2,-4.75,-0.06,,,,,,,,,,,,,2016Q1,-0.12,-0.01,-0.24,-0.11,-0.01,-0.01,0,-0.02,-0.03,-0.12,0,0.01
4563,百德,69,-1.2,-1.71,-0.03,,,,,,,,,,,,,2016Q1,-0.04,0.04,-0.61,-0.56,0.45,0.27,-0.03,0.05,0.1,0.02,-0.02,-0.07
4568,科際精密,46.15,-0.85,-1.81,0.08,,,,,,,,,,,,,2016Q1,0.27,0,0.41,-0.13,0.03,0,0.07,-0.06,0.18,0.09,0.06,-0.02
4580,捷流閥業,84.1,-1.6,-1.87,-0.01,,,,,,,,,,,,,2016Q1,,,,,,0.01,0.01,,-0.03,0.01,-0.09,0.03
4584,君帆,54.2,-3.6,-6.23,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
4702,中美實,9.38,+0.04,+0.43,-1.58,,,,,,,,,,,,,2016Q1,-0.19,0.07,-7.72,-0.22,-0.32,0.06,-6.04,0.27,0.03,-2.91,-2.03,0.06
4706,大恭,29.9,-0.1,-0.33,0.01,,,,,,,,,,,,,2016Q1,0.03,-0.03,0.06,-0.13,0.04,0.02,0.01,-0.06,0.09,-0.05,0.04,0.08
4707,磐亞,10.2,-0.15,-1.45,0.53,,,,,,,,,,,,,2016Q1,0.41,0.62,0.56,0.33,0.44,0.48,0.47,0.39,0.74,0.79,0.56,0.53
4711,永純,14.65,0,0,0,,,,,,,,,,,,,2016Q1,0.01,-0.02,0.03,-0.06,0.01,0,-0.01,0,0.04,0,0.02,0.01
4714,永捷,14.8,-0.25,-1.66,0.12,,,,,,,,,,,,,2016Q1,-0.01,0.19,0,0,0,-0.01,0,0.01,0.02,0.91,0.24,0.05
4716,大立,16.75,-0.3,-1.76,0.03,,,,,,,,,,,,,2016Q1,0.01,-0.07,0.08,-0.12,0,0.03,-0.01,-0.09,0.21,0.03,0.18,0.14
4721,美琪瑪,50.5,-1.2,-2.32,0.16,,,,,,,,,,,,,2016Q1,0.2,0,0.26,-0.11,0.14,0.31,0.16,0.04,0.43,0.2,0.17,0.12
4728,雙美,417,+19,+4.77,0.03,,,,,,,,,,,,,2016Q1,-0.03,-0.03,0.01,-0.03,0.04,0.05,0.02,0.11,0.08,-0.01,0.07,0.11
4729,熒茂,20.5,-0.1,-0.49,0.59,,,,,,,,,,,,,2016Q1,0.89,0.73,0.36,1.08,0.93,1.2,1.28,-0.01,0.19,0.02,0.2,0.17
4735,豪展,31.2,-0.15,-0.48,-0.02,,,,,,,,,,,,,2016Q1,-0.16,-0.05,-0.09,-0.06,0.11,0.03,-0.01,0.01,0.18,-0.24,-0.01,0.09
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,2016Q1,16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億)
4741,泓瀚,26.1,-0.2,-0.76,0,,,,,,,,,,,,,2016Q1,-0.01,-0.05,0.01,-0.07,0,0.01,0.01,0.01,0.05,0.01,0.03,0.03
4744,皇將,20.7,-0.4,-1.9,-0.02,,,,,,,,,,,,,2016Q1,-0.03,-0.03,0.01,-0.26,-0.04,-0.03,-0.05,-0.05,0.19,0.01,0.04,0.02
4745,合富-KY,17.65,-0.3,-1.67,0.1,,,,,,,,,,,,,2016Q1,-0.06,0.07,-0.08,-0.07,0.1,-0.04,-0.07,-0.1,1.74,-0.08,-0.06,-0.1
4747,強生,69,+1.7,+2.53,0.01,,,,,,,,,,,,,2016Q1,0,0,0,0.02,0.01,0.03,0,0,0.01,0,0,0
4749,新應材,430,-23,-5.08,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
4754,國碳科,39.75,-0.25,-0.62,0.01,,,,,,,,,,,,,2016Q1,0,0,0.02,-0.03,0.01,0.01,0,0.1,0.03,0,0.01,0.01
4760,勤凱,93.3,-1.7,-1.79,0,,,,,,,,,,,,,2016Q1,,0,-0.06,,0.03,0,-0.03,-0.04,0.06,0,0.01,0.01
4767,誠泰科技,32.1,-0.05,-0.16,0,,,,,,,,,,,,,2016Q1,,0,0,,-0.01,0,-0.02,-0.02,0.04,-0.02,0.04,0.01
4768,晶呈科技,114,-3.5,-2.98,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
4772,台特化,178,-11,-5.82,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
4903,聯光通,26.85,+0.2,+0.75,0.08,,,,,,,,,,,,,2016Q1,0.02,0.32,0.04,-0.03,0.02,0.09,0.4,0.14,0.01,0.03,-0.06,0.01
4905,台聯電,61.5,0,0,1.27,,,,,,,,,,,,,2016Q1,0.99,1.46,-0.02,0.62,3.53,4.29,3.75,1.43,3.15,-3.21,-1.76,1.02
4907,富宇,43.95,-1.15,-2.55,-0.03,,,,,,,,,,,,,2016Q1,-0.03,-0.02,-0.01,-0.04,-0.01,-0.03,-0.03,-0.03,-0.04,-0.1,0.05,-0.02
4908,前鼎,70.5,-1.7,-2.35,0.01,,,,,,,,,,,,,2016Q1,0.02,-0.07,0.12,-0.2,0.04,0,-0.07,-0.1,0.3,0.05,0.01,0.06
4909,新復興,83.4,+7.5,+9.88,0.07,,,,,,,,,,,,,2016Q1,0.15,-0.26,0.32,-0.59,0.21,0.08,-0.09,-0.12,0.68,0.1,0.17,0.18
4911,德英,50,+0.1,+0.2,0.01,,,,,,,,,,,,,2016Q1,0.04,0.02,0,0.02,0.01,0,0.01,0.01,0.01,0.03,0,0
4924,欣厚-KY,18.45,-0.05,-0.27,0.01,,,,,,,,,,,,,2016Q1,0.01,0,0,-0.03,-0.01,-0.02,0.02,0,0.04,0.09,0.02,0
4931,新盛力,74.2,-1.1,-1.46,0,,,,,,,,,,,,,2016Q1,,,,,-0.08,0.02,-0.14,0.01,0.1,0.02,0.01,0.02
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,2016Q1,16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億)
4933,友輝,72.7,-2.3,-3.07,0.01,,,,,,,,,,,,,2016Q1,0.08,-0.25,0.38,-0.57,0.05,0,-0.13,-0.21,0.5,0.04,0.11,0.13
4939,亞電,19.35,+0.6,+3.2,-0.02,,,,,,,,,,,,,2016Q1,-0.24,-0.25,0.2,-0.1,0.21,0.15,-0.04,0.18,-0.18,-0.33,0.04,0.1
4945,陞達科技,64,-1,-1.54,0.06,,,,,,,,,,,,,2016Q1,,,,,,,,,0.06,,0.11,0.02
4951,精拓科,59.7,-1.4,-2.29,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
4953,緯軟,92.6,-0.8,-0.86,0.1,,,,,,,,,,,,,2016Q1,0.04,0.03,0.15,-0.03,0.06,0.09,0.18,0.02,0.06,0.34,0.25,0
4966,譜瑞-KY,519,-15,-2.81,0.04,,,,,,,,,,,,,2016Q1,0.01,0.02,0.07,0,0,-0.01,0.02,-0.02,0.03,0.07,0.07,0.16
4972,湯石照明,20.7,+1.85,+9.81,0.09,,,,,,,,,,,,,2016Q1,-0.01,0.07,0.02,0.02,0.03,0.13,0.39,2.35,-0.9,0.11,-1.13,0.03
4973,廣穎,24.55,-0.35,-1.41,0.05,,,,,,,,,,,,,2016Q1,-0.06,0.06,-0.08,-0.28,0.15,0.32,-0.07,-0.02,0.18,0.27,0.09,0.01
4974,亞泰,92.8,-2.7,-2.83,0.07,,,,,,,,,,,,,2016Q1,0.17,0.03,0.38,-0.18,-0.09,-0.15,-0.16,-0.37,0.71,0.35,0.12,-0.01
4979,華星光,145,-1,-0.68,-0.05,,,,,,,,,,,,,2016Q1,-0.01,-0.21,0.11,-0.32,-0.07,-0.07,-0.16,-0.08,-0.03,0.13,-0.03,0.14
4987,科誠,71.9,-0.6,-0.83,0.01,,,,,,,,,,,,,2016Q1,-0.06,-0.08,0.01,-0.19,0.18,0.05,0.01,0.04,0.08,-0.05,0.07,0.06
4995,晶達,58,-0.6,-1.02,-0.01,,,,,,,,,,,,,2016Q1,-0.01,-0.08,0.09,-0.16,0.01,-0.03,-0.02,-0.06,0.09,0.01,0.03,0.02
5009,榮剛,42.55,+0.4,+0.95,-0.38,,,,,,,,,,,,,2016Q1,-0.13,-0.85,-0.23,-1.37,0.02,-0.29,-0.57,-0.5,0.01,-0.28,-0.23,-0.2
5013,強新,29,+0.2,+0.69,-0.15,,,,,,,,,,,,,2016Q1,-0.09,-0.12,-0.27,-0.1,-0.09,-0.09,-0.16,-0.13,-0.22,-0.31,-0.1,-0.08
5014,建錩,13.4,0,0,-0.39,,,,,,,,,,,,,2016Q1,-0.4,-1,1.39,-0.57,-0.82,-0.53,-0.76,-0.28,-0.7,-0.14,-0.01,-0.89
5015,華祺,36.4,-0.55,-1.49,-0.01,,,,,,,,,,,,,2016Q1,0.02,-0.13,0.1,-0.31,0.06,-0.02,-0.1,-0.12,0.2,0,0.1,0.06
5016,松和,25.9,+0.05,+0.19,0,,,,,,,,,,,,,2016Q1,0.13,-0.04,-0.02,-0.07,-0.01,0,-0.01,-0.01,0.06,-0.01,0.01,-0.02
5201,凱衛,49.5,+4.5,+10,0.02,,,,,,,,,,,,,2016Q1,-0.01,0.02,0,-0.02,0.02,0.04,0.02,0.05,0.05,-0.04,0,0.12
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,2016Q1,16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億)
5202,力新,22.2,-0.9,-3.9,0.12,,,,,,,,,,,,,2016Q1,0.2,0.04,0.02,0.16,0.09,0.08,0.05,0.02,0.05,0.05,0.72,0.01
5206,坤悅,36.3,0,0,0.05,,,,,,,,,,,,,2016Q1,0.15,0.03,0.05,0,0.03,0.01,0.1,0.01,0.01,0.14,0.03,0.02
5209,新鼎,148,-0.5,-0.34,0.02,,,,,,,,,,,,,2016Q1,0,-0.02,0.03,-0.06,0.03,0.02,0.01,-0.01,0.07,0.02,0.04,0.06
5212,凌網,51.8,+0.3,+0.58,-0.01,,,,,,,,,,,,,2016Q1,-0.02,-0.03,0.06,-0.05,-0.02,-0.01,-0.01,-0.04,0.03,-0.01,0.06,-0.02
